"Landmark_0: (0.6526, 0.6078, 0.0000)","Landmark_1: (0.7037, 0.5506, -0.0265)","Landmark_2: (0.7290, 0.4627, -0.0394)","Landmark_3: (0.7402, 0.3924, -0.0482)","Landmark_4: (0.7521, 0.3456, -0.0581)","Landmark_5: (0.6552, 0.3971, -0.0419)","Landmark_6: (0.6487, 0.3050, -0.0614)","Landmark_7: (0.6443, 0.2468, -0.0760)","Landmark_8: (0.6403, 0.2001, -0.0857)","Landmark_9: (0.6128, 0.4097, -0.0392)","Landmark_10: (0.5837, 0.3120, -0.0547)","Landmark_11: (0.5645, 0.2516, -0.0664)","Landmark_12: (0.5490, 0.2073, -0.0748)","Landmark_13: (0.5836, 0.4379, -0.0375)","Landmark_14: (0.5590, 0.3573, -0.0512)","Landmark_15: (0.5479, 0.3106, -0.0588)","Landmark_16: (0.5397, 0.2739, -0.0640)","Landmark_17: (0.5644, 0.4775, -0.0379)","Landmark_18: (0.5465, 0.4248, -0.0500)","Landmark_19: (0.5401, 0.3949, -0.0529)","Landmark_20: (0.5374, 0.3705, -0.0536)"
"Landmark_0: (0.6601, 0.6107, 0.0000)","Landmark_1: (0.7095, 0.5495, -0.0233)","Landmark_2: (0.7303, 0.4597, -0.0337)","Landmark_3: (0.7392, 0.3915, -0.0422)","Landmark_4: (0.7522, 0.3449, -0.0522)","Landmark_5: (0.6587, 0.3899, -0.0335)","Landmark_6: (0.6525, 0.3037, -0.0544)","Landmark_7: (0.6476, 0.2480, -0.0708)","Landmark_8: (0.6431, 0.2015, -0.0829)","Landmark_9: (0.6180, 0.4073, -0.0365)","Landmark_10: (0.5891, 0.3171, -0.0559)","Landmark_11: (0.5688, 0.2556, -0.0722)","Landmark_12: (0.5531, 0.2080, -0.0842)","Landmark_13: (0.5902, 0.4441, -0.0413)","Landmark_14: (0.5642, 0.3686, -0.0630)","Landmark_15: (0.5562, 0.3215, -0.0763)","Landmark_16: (0.5520, 0.2825, -0.0846)","Landmark_17: (0.5711, 0.4941, -0.0478)","Landmark_18: (0.5483, 0.4432, -0.0703)","Landmark_19: (0.5415, 0.4078, -0.0800)","Landmark_20: (0.5401, 0.3739, -0.0850)"
"Landmark_0: (0.6585, 0.6061, 0.0000)","Landmark_1: (0.7089, 0.5479, -0.0246)","Landmark_2: (0.7319, 0.4588, -0.0348)","Landmark_3: (0.7422, 0.3888, -0.0428)","Landmark_4: (0.7561, 0.3442, -0.0518)","Landmark_5: (0.6581, 0.3898, -0.0334)","Landmark_6: (0.6570, 0.3020, -0.0523)","Landmark_7: (0.6542, 0.2466, -0.0671)","Landmark_8: (0.6502, 0.2005, -0.0783)","Landmark_9: (0.6150, 0.4015, -0.0349)","Landmark_10: (0.5851, 0.3126, -0.0540)","Landmark_11: (0.5661, 0.2535, -0.0704)","Landmark_12: (0.5502, 0.2079, -0.0826)","Landmark_13: (0.5840, 0.4313, -0.0383)","Landmark_14: (0.5571, 0.3638, -0.0597)","Landmark_15: (0.5492, 0.3200, -0.0745)","Landmark_16: (0.5432, 0.2849, -0.0837)","Landmark_17: (0.5619, 0.4730, -0.0435)","Landmark_18: (0.5310, 0.4209, -0.0640)","Landmark_19: (0.5171, 0.3909, -0.0738)","Landmark_20: (0.5088, 0.3659, -0.0793)"
"Landmark_0: (0.6599, 0.6032, 0.0000)","Landmark_1: (0.7075, 0.5463, -0.0256)","Landmark_2: (0.7308, 0.4600, -0.0381)","Landmark_3: (0.7425, 0.3924, -0.0486)","Landmark_4: (0.7572, 0.3433, -0.0603)","Landmark_5: (0.6612, 0.3906, -0.0358)","Landmark_6: (0.6588, 0.3048, -0.0574)","Landmark_7: (0.6557, 0.2510, -0.0735)","Landmark_8: (0.6508, 0.2057, -0.0850)","Landmark_9: (0.6194, 0.4010, -0.0379)","Landmark_10: (0.5890, 0.3082, -0.0587)","Landmark_11: (0.5666, 0.2491, -0.0748)","Landmark_12: (0.5464, 0.2054, -0.0861)","Landmark_13: (0.5879, 0.4306, -0.0422)","Landmark_14: (0.5589, 0.3563, -0.0642)","Landmark_15: (0.5496, 0.3143, -0.0769)","Landmark_16: (0.5430, 0.2821, -0.0842)","Landmark_17: (0.5632, 0.4734, -0.0483)","Landmark_18: (0.5311, 0.4188, -0.0685)","Landmark_19: (0.5207, 0.3894, -0.0761)","Landmark_20: (0.5169, 0.3659, -0.0797)"
"Landmark_0: (0.6591, 0.6098, 0.0000)","Landmark_1: (0.7093, 0.5479, -0.0252)","Landmark_2: (0.7328, 0.4617, -0.0382)","Landmark_3: (0.7432, 0.3923, -0.0484)","Landmark_4: (0.7565, 0.3414, -0.0599)","Landmark_5: (0.6617, 0.3959, -0.0415)","Landmark_6: (0.6591, 0.3074, -0.0622)","Landmark_7: (0.6558, 0.2517, -0.0771)","Landmark_8: (0.6518, 0.2048, -0.0880)","Landmark_9: (0.6192, 0.4089, -0.0419)","Landmark_10: (0.5878, 0.3192, -0.0622)","Landmark_11: (0.5657, 0.2580, -0.0784)","Landmark_12: (0.5464, 0.2098, -0.0909)","Landmark_13: (0.5882, 0.4387, -0.0435)","Landmark_14: (0.5598, 0.3702, -0.0643)","Landmark_15: (0.5489, 0.3257, -0.0777)","Landmark_16: (0.5401, 0.2889, -0.0865)","Landmark_17: (0.5656, 0.4789, -0.0466)","Landmark_18: (0.5353, 0.4273, -0.0661)","Landmark_19: (0.5243, 0.3976, -0.0747)","Landmark_20: (0.5186, 0.3718, -0.0795)"
"Landmark_0: (0.6522, 0.6129, 0.0000)","Landmark_1: (0.7059, 0.5512, -0.0230)","Landmark_2: (0.7311, 0.4643, -0.0370)","Landmark_3: (0.7441, 0.3913, -0.0470)","Landmark_4: (0.7578, 0.3395, -0.0585)","Landmark_5: (0.6637, 0.4024, -0.0491)","Landmark_6: (0.6610, 0.3081, -0.0678)","Landmark_7: (0.6586, 0.2509, -0.0795)","Landmark_8: (0.6547, 0.2055, -0.0878)","Landmark_9: (0.6193, 0.4165, -0.0484)","Landmark_10: (0.5865, 0.3155, -0.0661)","Landmark_11: (0.5638, 0.2512, -0.0778)","Landmark_12: (0.5442, 0.2054, -0.0868)","Landmark_13: (0.5867, 0.4470, -0.0474)","Landmark_14: (0.5572, 0.3660, -0.0652)","Landmark_15: (0.5485, 0.3204, -0.0749)","Landmark_16: (0.5435, 0.2876, -0.0810)","Landmark_17: (0.5637, 0.4872, -0.0474)","Landmark_18: (0.5350, 0.4275, -0.0643)","Landmark_19: (0.5280, 0.3971, -0.0700)","Landmark_20: (0.5276, 0.3733, -0.0725)"
"Landmark_0: (0.6565, 0.6048, 0.0000)","Landmark_1: (0.7070, 0.5490, -0.0272)","Landmark_2: (0.7307, 0.4634, -0.0410)","Landmark_3: (0.7423, 0.3941, -0.0527)","Landmark_4: (0.7575, 0.3442, -0.0663)","Landmark_5: (0.6616, 0.3857, -0.0407)","Landmark_6: (0.6583, 0.3045, -0.0658)","Landmark_7: (0.6555, 0.2533, -0.0843)","Landmark_8: (0.6520, 0.2113, -0.0977)","Landmark_9: (0.6187, 0.3981, -0.0432)","Landmark_10: (0.5890, 0.3094, -0.0686)","Landmark_11: (0.5685, 0.2519, -0.0884)","Landmark_12: (0.5506, 0.2074, -0.1031)","Landmark_13: (0.5866, 0.4300, -0.0478)","Landmark_14: (0.5573, 0.3602, -0.0756)","Landmark_15: (0.5486, 0.3212, -0.0924)","Landmark_16: (0.5427, 0.2908, -0.1025)","Landmark_17: (0.5618, 0.4746, -0.0541)","Landmark_18: (0.5339, 0.4209, -0.0801)","Landmark_19: (0.5282, 0.3948, -0.0916)","Landmark_20: (0.5281, 0.3730, -0.0981)"
"Landmark_0: (0.6502, 0.6146, 0.0000)","Landmark_1: (0.7071, 0.5563, -0.0227)","Landmark_2: (0.7314, 0.4700, -0.0348)","Landmark_3: (0.7429, 0.3960, -0.0428)","Landmark_4: (0.7585, 0.3463, -0.0519)","Landmark_5: (0.6634, 0.4106, -0.0474)","Landmark_6: (0.6615, 0.3144, -0.0653)","Landmark_7: (0.6588, 0.2558, -0.0762)","Landmark_8: (0.6550, 0.2109, -0.0837)","Landmark_9: (0.6186, 0.4210, -0.0456)","Landmark_10: (0.5875, 0.3160, -0.0626)","Landmark_11: (0.5661, 0.2513, -0.0732)","Landmark_12: (0.5467, 0.2054, -0.0809)","Landmark_13: (0.5857, 0.4473, -0.0434)","Landmark_14: (0.5564, 0.3641, -0.0592)","Landmark_15: (0.5478, 0.3179, -0.0670)","Landmark_16: (0.5417, 0.2842, -0.0715)","Landmark_17: (0.5629, 0.4842, -0.0422)","Landmark_18: (0.5365, 0.4241, -0.0563)","Landmark_19: (0.5299, 0.3942, -0.0598)","Landmark_20: (0.5282, 0.3723, -0.0606)"
"Landmark_0: (0.6500, 0.6090, 0.0000)","Landmark_1: (0.7055, 0.5524, -0.0232)","Landmark_2: (0.7313, 0.4622, -0.0349)","Landmark_3: (0.7417, 0.3897, -0.0436)","Landmark_4: (0.7559, 0.3437, -0.0541)","Landmark_5: (0.6613, 0.3976, -0.0434)","Landmark_6: (0.6571, 0.3106, -0.0650)","Landmark_7: (0.6541, 0.2554, -0.0798)","Landmark_8: (0.6511, 0.2115, -0.0902)","Landmark_9: (0.6171, 0.4089, -0.0445)","Landmark_10: (0.5885, 0.3117, -0.0648)","Landmark_11: (0.5689, 0.2503, -0.0796)","Landmark_12: (0.5526, 0.2052, -0.0903)","Landmark_13: (0.5844, 0.4382, -0.0461)","Landmark_14: (0.5593, 0.3600, -0.0676)","Landmark_15: (0.5509, 0.3155, -0.0800)","Landmark_16: (0.5452, 0.2819, -0.0875)","Landmark_17: (0.5608, 0.4805, -0.0488)","Landmark_18: (0.5390, 0.4229, -0.0684)","Landmark_19: (0.5337, 0.3947, -0.0755)","Landmark_20: (0.5333, 0.3730, -0.0787)"
"Landmark_0: (0.6454, 0.6203, 0.0000)","Landmark_1: (0.7018, 0.5644, -0.0320)","Landmark_2: (0.7277, 0.4757, -0.0451)","Landmark_3: (0.7385, 0.4028, -0.0533)","Landmark_4: (0.7515, 0.3520, -0.0622)","Landmark_5: (0.6580, 0.4050, -0.0448)","Landmark_6: (0.6557, 0.3155, -0.0655)","Landmark_7: (0.6548, 0.2597, -0.0803)","Landmark_8: (0.6529, 0.2139, -0.0904)","Landmark_9: (0.6134, 0.4162, -0.0397)","Landmark_10: (0.5855, 0.3190, -0.0598)","Landmark_11: (0.5668, 0.2553, -0.0759)","Landmark_12: (0.5497, 0.2069, -0.0870)","Landmark_13: (0.5828, 0.4450, -0.0359)","Landmark_14: (0.5585, 0.3715, -0.0563)","Landmark_15: (0.5494, 0.3230, -0.0703)","Landmark_16: (0.5419, 0.2848, -0.0786)","Landmark_17: (0.5642, 0.4837, -0.0341)","Landmark_18: (0.5501, 0.4334, -0.0521)","Landmark_19: (0.5498, 0.4062, -0.0595)","Landmark_20: (0.5523, 0.3849, -0.0631)"
"Landmark_0: (0.6475, 0.6195, 0.0000)","Landmark_1: (0.7015, 0.5607, -0.0266)","Landmark_2: (0.7285, 0.4742, -0.0398)","Landmark_3: (0.7393, 0.4020, -0.0486)","Landmark_4: (0.7501, 0.3507, -0.0579)","Landmark_5: (0.6580, 0.4050, -0.0439)","Landmark_6: (0.6542, 0.3136, -0.0637)","Landmark_7: (0.6517, 0.2571, -0.0773)","Landmark_8: (0.6483, 0.2120, -0.0861)","Landmark_9: (0.6139, 0.4167, -0.0402)","Landmark_10: (0.5847, 0.3193, -0.0590)","Landmark_11: (0.5660, 0.2555, -0.0719)","Landmark_12: (0.5491, 0.2080, -0.0805)","Landmark_13: (0.5833, 0.4445, -0.0371)","Landmark_14: (0.5572, 0.3686, -0.0547)","Landmark_15: (0.5497, 0.3201, -0.0644)","Landmark_16: (0.5443, 0.2839, -0.0697)","Landmark_17: (0.5653, 0.4822, -0.0357)","Landmark_18: (0.5516, 0.4311, -0.0495)","Landmark_19: (0.5530, 0.4051, -0.0530)","Landmark_20: (0.5577, 0.3874, -0.0536)"
"Landmark_0: (0.6541, 0.6169, 0.0000)","Landmark_1: (0.7018, 0.5586, -0.0283)","Landmark_2: (0.7268, 0.4701, -0.0413)","Landmark_3: (0.7378, 0.4000, -0.0514)","Landmark_4: (0.7491, 0.3483, -0.0625)","Landmark_5: (0.6559, 0.3945, -0.0347)","Landmark_6: (0.6526, 0.3101, -0.0562)","Landmark_7: (0.6512, 0.2572, -0.0728)","Landmark_8: (0.6491, 0.2132, -0.0845)","Landmark_9: (0.6145, 0.4092, -0.0348)","Landmark_10: (0.5879, 0.3200, -0.0552)","Landmark_11: (0.5716, 0.2598, -0.0731)","Landmark_12: (0.5572, 0.2118, -0.0857)","Landmark_13: (0.5854, 0.4422, -0.0370)","Landmark_14: (0.5600, 0.3699, -0.0600)","Landmark_15: (0.5510, 0.3244, -0.0748)","Landmark_16: (0.5437, 0.2872, -0.0838)","Landmark_17: (0.5667, 0.4872, -0.0411)","Landmark_18: (0.5519, 0.4394, -0.0625)","Landmark_19: (0.5542, 0.4165, -0.0700)","Landmark_20: (0.5585, 0.3995, -0.0733)"
"Landmark_0: (0.6489, 0.6133, 0.0000)","Landmark_1: (0.7012, 0.5558, -0.0302)","Landmark_2: (0.7262, 0.4690, -0.0428)","Landmark_3: (0.7358, 0.4011, -0.0521)","Landmark_4: (0.7471, 0.3502, -0.0621)","Landmark_5: (0.6550, 0.3910, -0.0356)","Landmark_6: (0.6529, 0.3073, -0.0566)","Landmark_7: (0.6514, 0.2550, -0.0725)","Landmark_8: (0.6489, 0.2128, -0.0836)","Landmark_9: (0.6126, 0.4060, -0.0345)","Landmark_10: (0.5838, 0.3184, -0.0539)","Landmark_11: (0.5668, 0.2625, -0.0702)","Landmark_12: (0.5531, 0.2194, -0.0818)","Landmark_13: (0.5832, 0.4406, -0.0357)","Landmark_14: (0.5602, 0.3716, -0.0585)","Landmark_15: (0.5555, 0.3321, -0.0716)","Landmark_16: (0.5527, 0.3008, -0.0793)","Landmark_17: (0.5645, 0.4877, -0.0390)","Landmark_18: (0.5543, 0.4438, -0.0599)","Landmark_19: (0.5626, 0.4257, -0.0659)","Landmark_20: (0.5724, 0.4125, -0.0682)"
"Landmark_0: (0.6567, 0.6113, 0.0000)","Landmark_1: (0.7026, 0.5551, -0.0304)","Landmark_2: (0.7251, 0.4671, -0.0459)","Landmark_3: (0.7345, 0.3985, -0.0585)","Landmark_4: (0.7463, 0.3472, -0.0732)","Landmark_5: (0.6583, 0.3964, -0.0456)","Landmark_6: (0.6529, 0.3170, -0.0736)","Landmark_7: (0.6507, 0.2639, -0.0940)","Landmark_8: (0.6471, 0.2182, -0.1085)","Landmark_9: (0.6175, 0.4107, -0.0488)","Landmark_10: (0.5873, 0.3210, -0.0782)","Landmark_11: (0.5681, 0.2619, -0.1009)","Landmark_12: (0.5505, 0.2108, -0.1163)","Landmark_13: (0.5883, 0.4458, -0.0539)","Landmark_14: (0.5631, 0.3751, -0.0885)","Landmark_15: (0.5565, 0.3308, -0.1074)","Landmark_16: (0.5504, 0.2911, -0.1181)","Landmark_17: (0.5678, 0.4956, -0.0602)","Landmark_18: (0.5540, 0.4513, -0.0923)","Landmark_19: (0.5644, 0.4368, -0.1022)","Landmark_20: (0.5761, 0.4246, -0.1064)"
"Landmark_0: (0.6478, 0.6154, 0.0000)","Landmark_1: (0.7009, 0.5573, -0.0276)","Landmark_2: (0.7262, 0.4731, -0.0419)","Landmark_3: (0.7379, 0.4028, -0.0520)","Landmark_4: (0.7485, 0.3520, -0.0631)","Landmark_5: (0.6551, 0.4035, -0.0450)","Landmark_6: (0.6532, 0.3126, -0.0661)","Landmark_7: (0.6517, 0.2578, -0.0806)","Landmark_8: (0.6495, 0.2124, -0.0907)","Landmark_9: (0.6122, 0.4153, -0.0432)","Landmark_10: (0.5853, 0.3196, -0.0648)","Landmark_11: (0.5673, 0.2590, -0.0816)","Landmark_12: (0.5520, 0.2109, -0.0934)","Landmark_13: (0.5824, 0.4443, -0.0419)","Landmark_14: (0.5576, 0.3704, -0.0632)","Landmark_15: (0.5483, 0.3236, -0.0769)","Landmark_16: (0.5422, 0.2843, -0.0856)","Landmark_17: (0.5637, 0.4833, -0.0421)","Landmark_18: (0.5461, 0.4320, -0.0608)","Landmark_19: (0.5445, 0.4020, -0.0686)","Landmark_20: (0.5477, 0.3758, -0.0726)"
"Landmark_0: (0.6599, 0.6104, 0.0000)","Landmark_1: (0.7062, 0.5521, -0.0248)","Landmark_2: (0.7288, 0.4656, -0.0369)","Landmark_3: (0.7381, 0.4001, -0.0478)","Landmark_4: (0.7497, 0.3516, -0.0604)","Landmark_5: (0.6568, 0.3927, -0.0349)","Landmark_6: (0.6542, 0.3114, -0.0604)","Landmark_7: (0.6529, 0.2590, -0.0800)","Landmark_8: (0.6506, 0.2133, -0.0942)","Landmark_9: (0.6177, 0.4070, -0.0402)","Landmark_10: (0.5877, 0.3178, -0.0653)","Landmark_11: (0.5690, 0.2604, -0.0862)","Landmark_12: (0.5521, 0.2129, -0.1011)","Landmark_13: (0.5903, 0.4429, -0.0478)","Landmark_14: (0.5608, 0.3746, -0.0763)","Landmark_15: (0.5472, 0.3299, -0.0943)","Landmark_16: (0.5352, 0.2885, -0.1051)","Landmark_17: (0.5712, 0.4932, -0.0569)","Landmark_18: (0.5422, 0.4467, -0.0847)","Landmark_19: (0.5289, 0.4180, -0.0969)","Landmark_20: (0.5185, 0.3897, -0.1035)"
"Landmark_0: (0.6575, 0.6103, 0.0000)","Landmark_1: (0.7058, 0.5534, -0.0238)","Landmark_2: (0.7283, 0.4653, -0.0342)","Landmark_3: (0.7382, 0.3974, -0.0429)","Landmark_4: (0.7514, 0.3495, -0.0531)","Landmark_5: (0.6553, 0.3934, -0.0317)","Landmark_6: (0.6557, 0.3120, -0.0528)","Landmark_7: (0.6547, 0.2603, -0.0696)","Landmark_8: (0.6524, 0.2156, -0.0821)","Landmark_9: (0.6140, 0.4052, -0.0348)","Landmark_10: (0.5833, 0.3149, -0.0551)","Landmark_11: (0.5637, 0.2577, -0.0725)","Landmark_12: (0.5462, 0.2118, -0.0852)","Landmark_13: (0.5846, 0.4375, -0.0400)","Landmark_14: (0.5550, 0.3692, -0.0634)","Landmark_15: (0.5429, 0.3248, -0.0789)","Landmark_16: (0.5328, 0.2858, -0.0885)","Landmark_17: (0.5629, 0.4839, -0.0467)","Landmark_18: (0.5338, 0.4364, -0.0696)","Landmark_19: (0.5242, 0.4098, -0.0790)","Landmark_20: (0.5189, 0.3850, -0.0839)"
"Landmark_0: (0.6545, 0.6197, 0.0000)","Landmark_1: (0.7071, 0.5571, -0.0250)","Landmark_2: (0.7277, 0.4715, -0.0416)","Landmark_3: (0.7400, 0.4003, -0.0549)","Landmark_4: (0.7554, 0.3464, -0.0708)","Landmark_5: (0.6612, 0.4131, -0.0603)","Landmark_6: (0.6587, 0.3214, -0.0881)","Landmark_7: (0.6556, 0.2637, -0.1059)","Landmark_8: (0.6521, 0.2160, -0.1188)","Landmark_9: (0.6198, 0.4244, -0.0632)","Landmark_10: (0.5904, 0.3267, -0.0918)","Landmark_11: (0.5688, 0.2607, -0.1119)","Landmark_12: (0.5500, 0.2095, -0.1273)","Landmark_13: (0.5901, 0.4548, -0.0660)","Landmark_14: (0.5612, 0.3779, -0.0949)","Landmark_15: (0.5463, 0.3257, -0.1142)","Landmark_16: (0.5350, 0.2829, -0.1272)","Landmark_17: (0.5696, 0.4966, -0.0695)","Landmark_18: (0.5392, 0.4424, -0.0980)","Landmark_19: (0.5269, 0.4089, -0.1131)","Landmark_20: (0.5208, 0.3789, -0.1227)"
"Landmark_0: (0.6570, 0.6157, 0.0000)","Landmark_1: (0.7062, 0.5566, -0.0233)","Landmark_2: (0.7316, 0.4684, -0.0366)","Landmark_3: (0.7433, 0.3975, -0.0477)","Landmark_4: (0.7580, 0.3493, -0.0608)","Landmark_5: (0.6655, 0.4082, -0.0441)","Landmark_6: (0.6622, 0.3193, -0.0676)","Landmark_7: (0.6612, 0.2630, -0.0841)","Landmark_8: (0.6596, 0.2151, -0.0958)","Landmark_9: (0.6232, 0.4210, -0.0472)","Landmark_10: (0.5934, 0.3260, -0.0696)","Landmark_11: (0.5739, 0.2631, -0.0865)","Landmark_12: (0.5568, 0.2118, -0.0991)","Landmark_13: (0.5911, 0.4521, -0.0513)","Landmark_14: (0.5647, 0.3778, -0.0748)","Landmark_15: (0.5522, 0.3287, -0.0893)","Landmark_16: (0.5423, 0.2866, -0.0987)","Landmark_17: (0.5671, 0.4950, -0.0566)","Landmark_18: (0.5410, 0.4397, -0.0787)","Landmark_19: (0.5326, 0.4105, -0.0877)","Landmark_20: (0.5289, 0.3854, -0.0925)"
"Landmark_0: (0.6614, 0.6077, 0.0000)","Landmark_1: (0.7101, 0.5494, -0.0240)","Landmark_2: (0.7338, 0.4608, -0.0369)","Landmark_3: (0.7445, 0.3934, -0.0487)","Landmark_4: (0.7593, 0.3450, -0.0627)","Landmark_5: (0.6646, 0.3945, -0.0399)","Landmark_6: (0.6611, 0.3133, -0.0674)","Landmark_7: (0.6612, 0.2598, -0.0880)","Landmark_8: (0.6613, 0.2129, -0.1029)","Landmark_9: (0.6246, 0.4103, -0.0458)","Landmark_10: (0.5954, 0.3207, -0.0723)","Landmark_11: (0.5774, 0.2598, -0.0937)","Landmark_12: (0.5612, 0.2077, -0.1096)","Landmark_13: (0.5961, 0.4461, -0.0538)","Landmark_14: (0.5696, 0.3756, -0.0820)","Landmark_15: (0.5568, 0.3280, -0.0994)","Landmark_16: (0.5461, 0.2839, -0.1105)","Landmark_17: (0.5758, 0.4951, -0.0631)","Landmark_18: (0.5503, 0.4430, -0.0901)","Landmark_19: (0.5391, 0.4106, -0.1020)","Landmark_20: (0.5313, 0.3788, -0.1089)"
"Landmark_0: (0.6650, 0.5994, 0.0000)","Landmark_1: (0.7114, 0.5433, -0.0238)","Landmark_2: (0.7334, 0.4563, -0.0359)","Landmark_3: (0.7441, 0.3895, -0.0473)","Landmark_4: (0.7590, 0.3424, -0.0605)","Landmark_5: (0.6609, 0.3825, -0.0324)","Landmark_6: (0.6597, 0.3028, -0.0579)","Landmark_7: (0.6608, 0.2524, -0.0781)","Landmark_8: (0.6608, 0.2084, -0.0926)","Landmark_9: (0.6218, 0.3988, -0.0382)","Landmark_10: (0.5926, 0.3113, -0.0629)","Landmark_11: (0.5754, 0.2534, -0.0839)","Landmark_12: (0.5597, 0.2043, -0.0991)","Landmark_13: (0.5943, 0.4365, -0.0465)","Landmark_14: (0.5679, 0.3704, -0.0742)","Landmark_15: (0.5584, 0.3269, -0.0912)","Landmark_16: (0.5504, 0.2871, -0.1014)","Landmark_17: (0.5750, 0.4883, -0.0563)","Landmark_18: (0.5487, 0.4388, -0.0825)","Landmark_19: (0.5396, 0.4084, -0.0931)","Landmark_20: (0.5341, 0.3782, -0.0989)"
"Landmark_0: (0.6467, 0.6080, 0.0000)","Landmark_1: (0.7001, 0.5535, -0.0245)","Landmark_2: (0.7286, 0.4690, -0.0382)","Landmark_3: (0.7413, 0.3961, -0.0472)","Landmark_4: (0.7552, 0.3436, -0.0555)","Landmark_5: (0.6605, 0.4008, -0.0422)","Landmark_6: (0.6557, 0.3076, -0.0565)","Landmark_7: (0.6531, 0.2529, -0.0658)","Landmark_8: (0.6507, 0.2097, -0.0714)","Landmark_9: (0.6129, 0.4054, -0.0364)","Landmark_10: (0.5897, 0.3067, -0.0489)","Landmark_11: (0.5733, 0.2425, -0.0562)","Landmark_12: (0.5588, 0.1988, -0.0615)","Landmark_13: (0.5755, 0.4246, -0.0305)","Landmark_14: (0.5638, 0.3455, -0.0415)","Landmark_15: (0.5860, 0.3329, -0.0428)","Landmark_16: (0.6046, 0.3388, -0.0416)","Landmark_17: (0.5478, 0.4518, -0.0262)","Landmark_18: (0.5378, 0.3875, -0.0324)","Landmark_19: (0.5528, 0.3823, -0.0283)","Landmark_20: (0.5683, 0.3935, -0.0231)"
"Landmark_0: (0.6448, 0.6130, 0.0000)","Landmark_1: (0.7009, 0.5547, -0.0274)","Landmark_2: (0.7285, 0.4699, -0.0429)","Landmark_3: (0.7425, 0.3952, -0.0529)","Landmark_4: (0.7565, 0.3402, -0.0622)","Landmark_5: (0.6598, 0.4082, -0.0497)","Landmark_6: (0.6559, 0.3071, -0.0661)","Landmark_7: (0.6549, 0.2485, -0.0752)","Landmark_8: (0.6528, 0.2025, -0.0805)","Landmark_9: (0.6109, 0.4157, -0.0438)","Landmark_10: (0.5894, 0.3096, -0.0613)","Landmark_11: (0.5745, 0.2411, -0.0703)","Landmark_12: (0.5591, 0.1925, -0.0761)","Landmark_13: (0.5740, 0.4354, -0.0376)","Landmark_14: (0.5596, 0.3418, -0.0548)","Landmark_15: (0.5833, 0.3199, -0.0584)","Landmark_16: (0.6028, 0.3161, -0.0577)","Landmark_17: (0.5487, 0.4594, -0.0328)","Landmark_18: (0.5370, 0.3788, -0.0453)","Landmark_19: (0.5555, 0.3630, -0.0439)","Landmark_20: (0.5745, 0.3663, -0.0398)"
"Landmark_0: (0.7619, 0.2842, 0.0000)","Landmark_1: (0.7567, 0.2678, -0.0042)","Landmark_2: (0.7474, 0.2574, -0.0067)","Landmark_3: (0.7399, 0.2548, -0.0092)","Landmark_4: (0.7348, 0.2544, -0.0117)","Landmark_5: (0.7292, 0.2506, -0.0054)","Landmark_6: (0.7138, 0.2372, -0.0084)","Landmark_7: (0.7051, 0.2304, -0.0109)","Landmark_8: (0.6983, 0.2260, -0.0125)","Landmark_9: (0.7254, 0.2619, -0.0058)","Landmark_10: (0.7107, 0.2498, -0.0074)","Landmark_11: (0.7020, 0.2452, -0.0090)","Landmark_12: (0.6956, 0.2423, -0.0104)","Landmark_13: (0.7247, 0.2748, -0.0067)","Landmark_14: (0.7113, 0.2661, -0.0075)","Landmark_15: (0.7035, 0.2629, -0.0091)","Landmark_16: (0.6977, 0.2606, -0.0107)","Landmark_17: (0.7265, 0.2893, -0.0081)","Landmark_18: (0.7159, 0.2911, -0.0094)","Landmark_19: (0.7085, 0.2924, -0.0101)","Landmark_20: (0.7023, 0.2935, -0.0106)"
"Landmark_0: (0.7646, 0.2920, 0.0000)","Landmark_1: (0.7561, 0.2760, -0.0018)","Landmark_2: (0.7444, 0.2685, -0.0036)","Landmark_3: (0.7347, 0.2697, -0.0056)","Landmark_4: (0.7279, 0.2742, -0.0078)","Landmark_5: (0.7322, 0.2617, -0.0052)","Landmark_6: (0.7151, 0.2511, -0.0087)","Landmark_7: (0.7044, 0.2459, -0.0111)","Landmark_8: (0.6961, 0.2424, -0.0127)","Landmark_9: (0.7291, 0.2727, -0.0067)","Landmark_10: (0.7130, 0.2640, -0.0093)","Landmark_11: (0.7029, 0.2614, -0.0109)","Landmark_12: (0.6956, 0.2595, -0.0122)","Landmark_13: (0.7286, 0.2855, -0.0085)","Landmark_14: (0.7131, 0.2801, -0.0104)","Landmark_15: (0.7042, 0.2789, -0.0119)","Landmark_16: (0.6977, 0.2779, -0.0132)","Landmark_17: (0.7307, 0.2993, -0.0104)","Landmark_18: (0.7191, 0.3029, -0.0127)","Landmark_19: (0.7113, 0.3059, -0.0136)","Landmark_20: (0.7048, 0.3080, -0.0141)"
